,min_certainty,min_certainty_of_similar,ratio
0,0.02092888439033506,0.05987312395433464,2.860789081618894
1,0.028655003908786208,0.12134732726430701,4.234769175065422
2,0.08298976805359189,0.2960850715854642,3.567729836216229
3,0.029613228757673693,0.07072773401396226,2.388383063283315
4,0.1400439653465534,0.37248600418920147,2.6597790434414366
5,0.16098738621699202,0.33203719479053445,2.0625044147433234
6,0.016258516214466612,0.21283051138419587,13.09040189010742
7,0.09327841374980883,0.18432415650156816,1.976064440760775
8,0.045483386120817114,0.24879301578357757,5.469975676892457
9,0.035729388776424766,0.369855334601983,10.351571836740284
10,0.058293984640202856,0.33394816805305233,5.728690020320598
11,0.04757161510396365,0.4276955675545681,8.990562263229375
12,0.04745232888420936,0.47636341302335156,10.038778374518733
13,0.06216768369433016,0.5906690757922618,9.501223798147272
14,0.02754229002998813,0.6504328960006346,23.61578849443678
15,0.016409390261874674,0.6885060955556689,41.958054782531036
16,0.013376802429403386,0.7405090301674736,55.35770107060636
17,0.013172053273095822,0.8028114254669307,60.94808522424434
18,0.0208270314711733,0.7446431219819735,35.75368496526421
19,0.020586187416495316,0.8159125918199953,39.63398250062662
20,0.01533714561899846,0.798251257261486,52.046924316391355
21,0.012999078268413474,0.7906488579012881,60.82345544625959
22,0.017218542967528488,0.8519123785740709,49.476449905235654
23,0.021395520930332812,0.892544768165398,41.716430792765664
24,0.023761861007188467,0.8979139525568226,37.78803151340649
25,0.04519988724546783,0.9245417077984731,20.45451358711468
26,0.04025052842978449,0.931620370846287,23.145543852212104
27,0.054582223576645626,0.9434523968960141,17.284975493370958
28,0.051034672464108165,0.9525951764370243,18.66564691106754
29,0.0531613023562069,0.9570319022789047,18.002416416857507
30,0.024643779073776646,0.9478272461481039,38.461116020825045
31,0.024251913270588177,0.9547967574356054,39.369955961105454
32,0.023312525495554254,0.960615318916069,41.20597397734794
33,0.029355279049711913,0.970085269941887,33.046365129048475
34,0.024946675096256254,0.9758342271574764,39.116805080927186
35,0.024714305732690883,0.9772122891823106,39.540349615797695
36,0.022428236354733826,0.9817731087134072,43.7739772840493
37,0.020066659405622984,0.9834457414470479,49.008941726068834
38,0.021531211325660566,0.9896750550443799,45.96467147507398
39,0.022597783348429212,0.9964573322955327,44.095357360119
40,0.021217413098674864,0.9974750869925403,47.0120972030675
41,0.02531873949999569,0.9635111503223448,38.05525746344951
42,0.010199848223224395,0.9608839611349275,94.20571170334249
43,0.014703231291376406,0.9752838263151684,66.33125787031469
