,initial_accuracy,final_accuracy
0,0.8006415506415506,0.8187960687960688
1,0.7727272727272727,0.8096505596505597
2,0.7877422877422877,0.8184548184548185
3,0.8041223041223041,0.8276003276003276
4,0.7945672945672946,0.803030303030303
