,0,1
0,0.5731707317073171,0.6547619047619049
1,0.5987261146496815,0.6790123456790124
2,0.6103896103896105,0.7514450867052023
3,0.5895953757225434,0.7083333333333334
4,0.5850340136054422,0.6225165562913908
5,0.6086956521739131,0.7351351351351351
6,0.7019867549668874,0.7612903225806451
7,0.7654320987654321,0.8070175438596492
8,0.5986394557823128,0.7169811320754716
9,0.6012269938650306,0.7759562841530054
10,0.6203208556149733,0.7419354838709679
11,0.6666666666666667,0.7468354430379747
12,0.7126436781609196,0.757396449704142
13,0.5853658536585366,0.6896551724137931
14,0.7471264367816093,0.8045977011494252
15,0.6745562130177515,0.738095238095238
16,0.5675675675675675,0.5655172413793104
17,0.6549707602339181,0.632768361581921
18,0.7017543859649124,0.7926829268292683
19,0.6781609195402298,0.6666666666666666
20,0.7473684210526316,0.8021978021978022
21,0.7953216374269005,0.8333333333333334
22,0.6266666666666667,0.7295597484276729
23,0.6946107784431137,0.7934782608695653
24,0.6086956521739131,0.7283236994219654
25,0.6436781609195402,0.7590361445783131
26,0.6378378378378378,0.7675675675675675
27,0.6863905325443787,0.7023809523809524
28,0.6839378238341969,0.7700534759358288
29,0.6405228758169935,0.6580645161290324
30,0.6962025316455697,0.7039106145251396
31,0.6557377049180327,0.7374301675977656
32,0.6962962962962963,0.7248322147651006
33,0.6242774566473989,0.7135678391959798
34,0.5232558139534884,0.7282608695652173
35,0.6735751295336787,0.7661691542288557
36,0.6629213483146068,0.7329842931937173
37,0.6461538461538462,0.6031746031746031
38,0.6909090909090909,0.7590361445783131
39,0.6903553299492386,0.7638190954773869
40,0.6380368098159509,0.797752808988764
41,0.5679012345679013,0.6703296703296703
42,0.73,0.7562189054726368
43,0.7755102040816326,0.8512820512820513
44,0.7932960893854748,0.7291666666666665
45,0.6368715083798884,0.7314285714285713
46,0.618705035971223,0.641025641025641
47,0.45454545454545453,0.6797385620915032
48,0.5847953216374269,0.7218934911242604
49,0.6753246753246753,0.7272727272727272
50,0.5822784810126583,0.5680473372781065
51,0.6781609195402298,0.6303030303030304
52,0.8255813953488372,0.8470588235294118
53,0.6824644549763033,0.7244897959183674
54,0.6951219512195121,0.7282608695652174
55,0.633879781420765,0.6931818181818182
56,0.7039106145251396,0.6387434554973822
57,0.6936416184971098,0.6496815286624203
58,0.6705202312138728,0.5813953488372092
59,0.7035175879396984,0.7722772277227722
60,0.6888888888888889,0.74468085106383
61,0.6633663366336633,0.7373737373737375
62,0.7106598984771573,0.7422680412371134
63,0.6883116883116883,0.8133333333333332
64,0.5952380952380951,0.6289308176100629
65,0.6748466257668712,0.6820809248554913
66,0.5806451612903226,0.6967741935483872
67,0.7314285714285714,0.768361581920904
68,0.7187499999999999,0.731958762886598
69,0.7860696517412935,0.7738693467336683
70,0.5962732919254657,0.6577181208053693
71,0.6120218579234973,0.7238095238095238
72,0.7340425531914894,0.7539267015706806
73,0.7058823529411764,0.7362637362637363
74,0.6886792452830189,0.7909090909090909
75,0.6091954022988505,0.6448087431693988
76,0.5241379310344828,0.6323529411764706
77,0.5189873417721519,0.7468354430379747
78,0.6666666666666666,0.6787878787878788
79,0.6467065868263473,0.6263736263736264
80,0.5769230769230769,0.7861271676300579
81,0.7005649717514124,0.7344632768361581
82,0.7282051282051282,0.6378378378378378
83,0.6931818181818182,0.7526881720430109
84,0.6745562130177514,0.6588235294117647
85,0.5555555555555556,0.5748502994011976
86,0.7289719626168224,0.7649769585253458
87,0.6785714285714285,0.7295597484276729
88,0.6666666666666666,0.7709497206703911
89,0.6986301369863014,0.7402597402597403
90,0.5660377358490566,0.6583850931677019
91,0.5074626865671642,0.7019867549668873
92,0.71356783919598,0.7979274611398963
93,0.7593582887700534,0.7135678391959799
94,0.5930232558139534,0.7675675675675676
95,0.6455696202531646,0.6823529411764706
96,0.7157894736842106,0.7407407407407407
97,0.7281105990783411,0.761904761904762
98,0.6666666666666667,0.64
99,0.5466666666666666,0.6918238993710693
