,initial_accuracy,final_accuracy
0,0.8006415506415506,0.8213895713895714
1,0.7727272727272727,0.8153153153153153
2,0.7877422877422877,0.8215260715260715
3,0.8041223041223041,0.8309445809445809
4,0.7945672945672946,0.8142233142233142
5,0.7969560469560469,0.8288288288288288
6,0.8026890526890527,0.8248020748020748
7,0.8027573027573027,0.8224815724815725
8,0.7947037947037947,0.8202293202293203
9,0.7871962871962872,0.8228228228228228
