,0
0,0.9626666666666667
1,0.9293333333333333
2,0.9133333333333333
3,0.908
4,0.9013333333333333
5,0.8986666666666666
6,0.8799999999999999
7,0.8773333333333333
8,0.8786666666666665
9,0.8880000000000001
10,0.8773333333333333
11,0.8733333333333333
12,0.8706666666666665
13,0.8653333333333334
14,0.8680000000000001
15,0.8666666666666666
16,0.8640000000000001
17,0.8640000000000001
18,0.8626666666666667
19,0.8613333333333333
20,0.8546666666666667
21,0.8586666666666668
22,0.8573333333333334
23,0.8693333333333333
24,0.8706666666666667
25,0.8640000000000001
26,0.8653333333333333
27,0.8666666666666666
28,0.8706666666666667
29,0.8733333333333333
30,0.8693333333333333
31,0.8706666666666667
32,0.8693333333333333
33,0.8693333333333333
34,0.868
35,0.8693333333333333
36,0.868
