,svd_component_n,explained_variance_ratio
232,232,0.0006971792878650032
233,233,0.0006965582542532456
234,234,0.0006921053082467446
235,235,0.0006904071134182248
236,236,0.0006849924681111276
237,237,0.0006842605091262441
238,238,0.0006817854501908365
239,239,0.0006785614969923924
240,240,0.0006746916634727921
241,241,0.0006720661464298966
242,242,0.0006687398903215548
243,243,0.0006649332021583132
244,244,0.0006644828425773702
245,245,0.0006607915521012123
246,246,0.0006593046904642231
247,247,0.0006572650678757252
248,248,0.0006549255071291481
249,249,0.0006546285975493732
250,250,0.0006489780544986554
251,251,0.0006457131274737583
252,252,0.0006441485735281349
253,253,0.0006429367899235212
254,254,0.0006420966207505869
255,255,0.0006401589745365893
256,256,0.0006380961104164604
257,257,0.0006338641606591593
258,258,0.000632158722745329
259,259,0.0006310350759850245
260,260,0.0006283937597015611
261,261,0.0006273371565189493
262,262,0.0006247035309935469
263,263,0.0006213370753774266
264,264,0.0006199146111613583
265,265,0.0006191240391572655
266,266,0.000618746360719395
267,267,0.0006159051657875994
268,268,0.0006145927783631584
269,269,0.0006101725648657444
270,270,0.0006086323778661914
271,271,0.0006058045175766041
272,272,0.0006035224255837157
273,273,0.0006010438166279161
274,274,0.0005988803026882751
275,275,0.0005973127355609521
276,276,0.0005955152356746609
277,277,0.0005946661642520476
278,278,0.0005927673520572008
279,279,0.0005895817221854087
280,280,0.0005878948299879345
281,281,0.0005848206508665172
282,282,0.0005823884942299691
283,283,0.0005817371477598082
284,284,0.0005798613071045734
285,285,0.000578070875642607
286,286,0.0005775216435271752
287,287,0.0005760794325677852
288,288,0.0005715831360350792
289,289,0.0005708052300597778
290,290,0.0005701686697497667
291,291,0.0005697255160720003
292,292,0.0005656144437547909
293,293,0.0005653083170695306
294,294,0.0005631048172183558
295,295,0.0005625517129900452
296,296,0.0005604321936551574
297,297,0.0005591195002869479
298,298,0.0005563214882474535
299,299,0.000555927888748242
300,300,0.000554759263717922
301,301,0.000552774691794216
302,302,0.0005508945787437623
303,303,0.0005483273219929385
304,304,0.0005475530550330711
305,305,0.0005445928130989878
306,306,0.0005427149787686055
307,307,0.0005424061456162687
308,308,0.000540548397842702
309,309,0.000539760769642175
310,310,0.0005373484475444647
311,311,0.0005349793105953622
312,312,0.0005345765179798124
313,313,0.0005338681705566454
314,314,0.0005322432704856677
315,315,0.0005309414855198632
316,316,0.0005306865400265804
317,317,0.0005286146981233353
318,318,0.0005277276875650564
319,319,0.0005258115815485011
320,320,0.0005247489126896897
321,321,0.0005225721530914004
322,322,0.0005216524085393537
323,323,0.0005201618421437755
324,324,0.0005186238739432627
325,325,0.0005170681031241942
326,326,0.0005155505939466158
327,327,0.0005144286495118006
328,328,0.000512990766898792
329,329,0.0005097562997440839
330,330,0.0005091658973793163
331,331,0.0005070233536542543
332,332,0.0005063727301787795
333,333,0.0005058826401799217
334,334,0.0005045363542477374
335,335,0.0005033479549109074
336,336,0.0004999576300572955
337,337,0.0004990468377491457
338,338,0.0004978453088307271
339,339,0.0004966855415739645
340,340,0.000495951304676755
341,341,0.000494431004110252
342,342,0.0004936770744279191
343,343,0.0004921027594023054
344,344,0.0004910782604562793
345,345,0.0004884003485985127
346,346,0.0004872860383057955
347,347,0.0004861938281048911
348,348,0.00048599661872532037
349,349,0.0004835943435407135
350,350,0.0004824111268117442
351,351,0.00048202417954850064
352,352,0.00048091719643383093
353,353,0.0004794056560171182
354,354,0.00047824381159519626
355,355,0.00047740242416903825
356,356,0.0004765399237563256
357,357,0.0004754193499513565
358,358,0.0004751572326651412
359,359,0.00047262078274149915
360,360,0.00047206504250690194
361,361,0.0004711939613260201
362,362,0.0004709199912441265
363,363,0.0004698250936152021
364,364,0.00046863758570889425
365,365,0.0004680041979744033
366,366,0.00046617824406793257
367,367,0.0004650322263940509
368,368,0.0004641953007824988
369,369,0.0004621044575772152
370,370,0.0004607369665752321
371,371,0.0004601526920002544
372,372,0.0004596796959122806
373,373,0.0004586320417001947
374,374,0.0004566217587901074
375,375,0.0004561904512380519
376,376,0.0004550889340581632
377,377,0.0004546106871019724
378,378,0.0004533915876279247
379,379,0.0004526310215254197
380,380,0.00045128404900693516
381,381,0.00045101645350154913
382,382,0.0004502853225990452
383,383,0.000449585573315596
384,384,0.00044866447881593475
385,385,0.00044804315431632005
386,386,0.00044648373977254624
387,387,0.0004450164512074667
388,388,0.0004437720001013719
389,389,0.00044220801570862096
390,390,0.0004419465470088446
391,391,0.00044027744964939133
392,392,0.0004395557953348992
393,393,0.00043860315817628324
394,394,0.0004376724878544964
395,395,0.0004358294490533737
396,396,0.00043509448863232847
397,397,0.0004335218061679158
398,398,0.0004324099289776472
399,399,0.00043188411868146494
400,400,0.00043131649107929637
401,401,0.0004298010938858726
402,402,0.0004291348253263729
403,403,0.0004281393302533538
404,404,0.0004280076526597711
405,405,0.0004266443116446282
406,406,0.0004257509820346248
407,407,0.00042543694461943097
408,408,0.00042468389414495325
409,409,0.0004232411395484103
410,410,0.00042231930493208717
411,411,0.00042151611096948396
412,412,0.00042096220355173817
413,413,0.00042055467706203893
414,414,0.000419714048773237
415,415,0.0004188133050699108
416,416,0.00041830781637920635
417,417,0.0004168454634981209
418,418,0.0004162213782883229
419,419,0.0004149695317371438
420,420,0.00041394550127949153
421,421,0.0004128974661227112
422,422,0.00041204315257840435
423,423,0.00041133798073273277
424,424,0.0004106869193066978
425,425,0.0004094236468082677
426,426,0.00040908309877092273
427,427,0.0004083672576546314
428,428,0.00040751187241501056
429,429,0.00040711793572138224
430,430,0.00040599736510227557
431,431,0.00040509433230879126
432,432,0.0004046140766226591
433,433,0.00040326574366355357
434,434,0.0004021386722079087
435,435,0.00040170527444813574
436,436,0.0004007259850304077
437,437,0.00039967870293388763
438,438,0.0003980038283277549
439,439,0.00039776216904169846
440,440,0.0003972399339992245
441,441,0.0003963138494740933
442,442,0.0003960719295371887
443,443,0.00039554090047531226
444,444,0.00039485927550960445
445,445,0.00039308769871830893
446,446,0.0003929261303083512
447,447,0.00039262320008268917
448,448,0.0003916910037485735
449,449,0.00039078817541395613
450,450,0.00038949901333689183
451,451,0.0003888235503227793
452,452,0.00038757611428683986
453,453,0.0003869730502977793
454,454,0.0003863964117968863
455,455,0.0003857374759529779
456,456,0.00038522763034646614
457,457,0.0003844667491105651
458,458,0.00038355928427974233
459,459,0.00038289563554353497
460,460,0.0003814851140332081
461,461,0.00038122652888555506
462,462,0.00038033711023075656
463,463,0.0003798488678689194
464,464,0.0003790088083311619
465,465,0.00037845933866311306
466,466,0.0003779871358496666
467,467,0.0003773183280576069
468,468,0.0003768404498067866
469,469,0.00037609398426566694
470,470,0.00037585547151882385
471,471,0.00037482831756003297
472,472,0.00037427132634222253
473,473,0.00037373771763235704
474,474,0.0003729806165794055
475,475,0.0003722484670069693
476,476,0.00037189979012832905
477,477,0.00037100013370309554
478,478,0.00037028903202240696
479,479,0.0003691660888837088
480,480,0.0003686983078674088
481,481,0.0003685737751434603
482,482,0.0003673417176715759
483,483,0.00036626873270496755
484,484,0.00036558527217208655
485,485,0.0003647626501249353
486,486,0.0003643509069750789
487,487,0.0003634668077487699
488,488,0.0003626521582544223
489,489,0.00036207216514375356
490,490,0.0003614757971196445
491,491,0.00036057305820559057
492,492,0.0003598146014327962
493,493,0.00035894898709883365
494,494,0.0003584783709666249
495,495,0.0003578823443182965
496,496,0.0003575652264236763
497,497,0.0003569631168795486
498,498,0.00035670431030356226
499,499,0.00035532686258178616
500,500,0.0003550942405767672
501,501,0.00035479104662997584
502,502,0.0003534447703784184
503,503,0.00035269442060907336
504,504,0.00035200490890005776
505,505,0.00035155247400813356
506,506,0.0003509031871113028
507,507,0.0003504580340997716
508,508,0.00035002804745316456
509,509,0.000349789958293785
510,510,0.0003491159859154786
511,511,0.0003482976455530964
512,512,0.0003482734346030586
513,513,0.00034736451199232323
514,514,0.0003471478338762139
515,515,0.0003463339577775959
516,516,0.0003459596400703964
517,517,0.00034535813445297944
518,518,0.0003449760484621302
519,519,0.0003440827292466825
520,520,0.0003425635972136539
521,521,0.00034240223211937695
522,522,0.0003419711246551127
523,523,0.00034095408726924964
524,524,0.00034039706006124167
525,525,0.0003398041369403631
526,526,0.0003394429264736687
527,527,0.0003386306719552517
528,528,0.0003378337474854768
529,529,0.00033741758118529554
530,530,0.0003372917496821924
531,531,0.0003365446437180989
532,532,0.00033584089361978804
533,533,0.00033495129549055715
534,534,0.00033479285365840334
535,535,0.0003345072901251637
536,536,0.0003336597534411151
537,537,0.0003334859425551649
538,538,0.0003333203357394882
539,539,0.00033236013756304
540,540,0.0003319227211904366
541,541,0.00033186289552162624
542,542,0.0003310209288602078
543,543,0.00032999447732357765
544,544,0.00032926036540884685
545,545,0.0003287375372145189
546,546,0.0003282119367603307
547,547,0.0003279077221654973
548,548,0.0003275907039058418
549,549,0.00032721543608119476
550,550,0.00032619904017358375
551,551,0.0003258951389913598
552,552,0.000324606588735823
553,553,0.0003242191074501483
554,554,0.00032394549785244787
555,555,0.0003234374034597191
556,556,0.0003232682655324258
557,557,0.00032267506360956507
558,558,0.00032239642387329255
559,559,0.00032156154599289645
560,560,0.0003208260827527561
561,561,0.0003205924264763214
562,562,0.0003202232713013187
563,563,0.00031980149550077055
564,564,0.0003187847650192448
565,565,0.00031851279568475877
566,566,0.00031809355002280414
567,567,0.00031759994655492185
568,568,0.00031698829190531864
569,569,0.00031692798882330297
570,570,0.00031635425840440234
571,571,0.00031545254006378295
572,572,0.00031507924588161537
573,573,0.000314708024315208
574,574,0.00031437068519505956
575,575,0.0003135411793031597
576,576,0.00031306483144138487
577,577,0.0003125509695956957
578,578,0.000311890022125388
579,579,0.00031162741350681926
580,580,0.0003113166575602511
581,581,0.0003109614635605559
582,582,0.00031023191647548833
583,583,0.00030996126446466125
584,584,0.0003093912338648782
585,585,0.00030887589494031013
586,586,0.0003088070225510888
587,587,0.00030840505421391665
588,588,0.0003078607952468017
589,589,0.00030721816855090966
590,590,0.0003070118599704969
591,591,0.00030644282773496144
592,592,0.0003062025118305014
593,593,0.00030553581619962775
594,594,0.00030477668011791385
595,595,0.00030424552814808004
596,596,0.00030403705824261587
597,597,0.00030341214713256625
598,598,0.0003029346153487391
599,599,0.0003025773602704237
600,600,0.00030191710594918136
601,601,0.00030139785959867237
602,602,0.0003009227492035992
603,603,0.000300423959480459
604,604,0.00030037969488726153
605,605,0.0003000356152637165
606,606,0.0002994480886909764
607,607,0.00029922951288260437
608,608,0.0002984985552870655
609,609,0.00029804305425903797
610,610,0.0002977229370223042
611,611,0.00029685498225544987
612,612,0.0002964862550984867
613,613,0.0002958328900458896
614,614,0.0002953858383715735
615,615,0.00029501596086359966
616,616,0.00029461099984154864
617,617,0.00029437633838615373
618,618,0.000293606060540083
619,619,0.0002932091956308125
620,620,0.0002924104568758496
621,621,0.000292126887888265
622,622,0.00029184201566068374
623,623,0.0002917716335373897
624,624,0.00029158920414452103
625,625,0.0002910874851222213
626,626,0.00029075797375000223
627,627,0.00029051899568757213
628,628,0.0002901244403263529
629,629,0.0002898214744013534
630,630,0.00028940755251981944
631,631,0.0002888798722072209
632,632,0.00028827510065670124
633,633,0.0002880963208656612
634,634,0.00028791209840655724
635,635,0.00028694429667896224
636,636,0.0002865153830342268
637,637,0.00028630789476588223
638,638,0.00028590437340048677
639,639,0.00028541887872684114
640,640,0.00028467731421326836
641,641,0.00028444238795699556
642,642,0.00028422164248697603
643,643,0.0002837123679307819
644,644,0.00028327244640817095
645,645,0.0002826765813700725
646,646,0.0002824752319389223
647,647,0.0002821916119521257
648,648,0.00028189501267712123
649,649,0.0002812349151302287
650,650,0.00028080159639599407
651,651,0.00028043226488069583
652,652,0.0002801736397636642
653,653,0.0002798607834597579
654,654,0.0002794085051607862
655,655,0.0002790262640074212
656,656,0.00027869989490272076
657,657,0.00027812677916814424
658,658,0.00027798871311769354
659,659,0.00027742768258640847
660,660,0.00027687868528647366
661,661,0.000276532040660144
662,662,0.0002761227530890246
663,663,0.0002757482420358129
664,664,0.0002755081610928984
665,665,0.0002751530307736866
666,666,0.00027449262452656646
667,667,0.0002744633520593909
668,668,0.00027366657792073594
669,669,0.0002735930442906342
670,670,0.0002733279104146727
671,671,0.00027289577864671367
672,672,0.00027259534320118914
673,673,0.00027210288409129993
674,674,0.0002717896027269902
675,675,0.00027151635771554877
676,676,0.000271245168600014
677,677,0.0002710616228851101
678,678,0.00027065585380162317
679,679,0.0002701722698555529
680,680,0.0002699007636188311
681,681,0.0002688719827943599
682,682,0.00026863531382897673
683,683,0.00026844069530353214
684,684,0.0002680591440937695
685,685,0.00026771770983954185
686,686,0.0002673960834438877
687,687,0.00026677896535692066
688,688,0.000266526067122646
689,689,0.00026598407147635015
690,690,0.0002656953472017266
691,691,0.0002653412436162085
692,692,0.0002651492488336008
693,693,0.0002649232049336617
694,694,0.00026470207368621437
695,695,0.00026399890419507834
696,696,0.00026376020158800105
697,697,0.00026332529134638275
698,698,0.0002630361313089376
699,699,0.000262660560371682
700,700,0.0002625279528964729
701,701,0.00026229359759229724
702,702,0.00026171338609951435
703,703,0.0002615219361991151
704,704,0.00026115212439258804
705,705,0.0002608954972185284
706,706,0.0002606144518024853
707,707,0.00026026111484750625
708,708,0.0002597212513270918
709,709,0.00025955800928584635
710,710,0.0002595057610646308
711,711,0.0002593030943113792
712,712,0.00025872976076946687
713,713,0.0002583984019225418
714,714,0.00025829292381544496
715,715,0.00025805269665168457
716,716,0.00025767191449818953
717,717,0.00025729077708843616
718,718,0.00025702374287585203
719,719,0.0002564944038591634
720,720,0.0002559641016463898
721,721,0.00025579740584980905
722,722,0.00025516006662386115
723,723,0.00025505448348544135
724,724,0.0002547720680041093
725,725,0.0002544365309904617
726,726,0.0002541874835253431
727,727,0.0002539803848707531
728,728,0.0002538052854460311
729,729,0.0002534188909849587
730,730,0.00025330253448516956
731,731,0.0002530116695673148
732,732,0.00025264296333851207
733,733,0.00025251470267148265
734,734,0.00025215452690111707
735,735,0.0002517971624635223
736,736,0.00025158584342876376
737,737,0.00025084726332825206
738,738,0.0002506261154710626
739,739,0.0002504778085217062
740,740,0.00025010459375837695
741,741,0.0002494521204656394
742,742,0.0002491713981504526
743,743,0.00024865088611919885
744,744,0.0002485581592953488
745,745,0.0002481277178941524
746,746,0.0002480522861101531
747,747,0.0002474023818876623
748,748,0.0002470788150464518
749,749,0.00024697318098917893
750,750,0.0002464853359450273
751,751,0.0002462948079810227
752,752,0.000246197504791304
753,753,0.00024587961523695373
754,754,0.00024557498603933913
755,755,0.00024511392391874217
756,756,0.0002447069179914848
757,757,0.00024434981475697623
758,758,0.00024405860098437564
759,759,0.00024398480286765982
760,760,0.00024388968909091653
761,761,0.0002434197556939134
762,762,0.00024318416992110417
763,763,0.00024273529607193484
764,764,0.00024259504594944763
765,765,0.0002423709343017342
766,766,0.00024195470814047972
767,767,0.0002417107393896939
768,768,0.0002414149972352606
769,769,0.0002412522424487696
770,770,0.00024110580494486627
771,771,0.00024066187234970146
772,772,0.00024042310592346973
773,773,0.00024006666899758347
774,774,0.00023979660482423078
775,775,0.0002393793909373351
776,776,0.00023924497278600927
777,777,0.0002389244707419563
778,778,0.0002386268823954021
779,779,0.00023837090248049432
780,780,0.00023803899334714116
781,781,0.00023796259736890332
782,782,0.0002373425002606674
783,783,0.0002372947423832255
784,784,0.0002369628022939827
785,785,0.00023685229325092787
786,786,0.00023607024747330076
787,787,0.00023601176190129387
788,788,0.0002357528287834327
789,789,0.00023547164624954315
790,790,0.00023523476217193236
791,791,0.00023494179585208837
792,792,0.00023437958231869706
793,793,0.00023419979527707522
794,794,0.0002341662800023515
795,795,0.00023381366423979593
796,796,0.00023340254137537168
797,797,0.0002331555613645908
798,798,0.0002330507006615044
799,799,0.00023246377042038908
800,800,0.000232142275698099
801,801,0.00023195580667823986
802,802,0.0002315942159362738
803,803,0.00023147731227051693
804,804,0.0002309641825788707
805,805,0.0002308212235237167
806,806,0.0002306994833562862
807,807,0.00023020420225538455
808,808,0.0002298578154809382
809,809,0.0002294857475804516
810,810,0.00022940396099944553
811,811,0.00022929605281500758
812,812,0.00022890646829786063
813,813,0.00022879261191309502
814,814,0.00022828166990228915
815,815,0.0002280387806977736
816,816,0.00022772057993992247
817,817,0.0002274291012823194
818,818,0.0002273090443146707
819,819,0.00022705968736435968
820,820,0.00022681125888967767
821,821,0.00022667765205076215
822,822,0.00022613172588694625
823,823,0.00022578917501796228
824,824,0.00022561648201850483
825,825,0.00022526946848519609
826,826,0.0002251112180921033
827,827,0.00022493137568058787
828,828,0.00022442160736544647
829,829,0.0002243566232206663
830,830,0.0002242262183576274
831,831,0.0002241564938055778
832,832,0.00022394040190334708
833,833,0.0002232692963024006
834,834,0.0002231035428519571
835,835,0.00022275803963097435
836,836,0.00022243340811745413
837,837,0.00022225586887965538
838,838,0.00022211504034304439
839,839,0.00022199952026189654
840,840,0.00022163013270247762
841,841,0.00022111431205099812
842,842,0.00022089719833080708
843,843,0.0002208000401135978
844,844,0.0002206390621165892
845,845,0.0002203638493906374
846,846,0.00022012342816852775
847,847,0.00021982976769665478
848,848,0.00021961631083889475
849,849,0.00021954758267463093
850,850,0.000219225363196874
851,851,0.00021886616981297457
852,852,0.00021865087543645654
853,853,0.00021837373572182475
854,854,0.00021816308470474369
855,855,0.00021776661910513306
856,856,0.00021745107004046417
857,857,0.00021704757287215818
858,858,0.00021702481263729148
859,859,0.0002169227463790085
860,860,0.00021634656720683287
861,861,0.00021623270513569
862,862,0.00021610585442289292
863,863,0.0002157697796869007
864,864,0.0002156225229760341
865,865,0.0002153963414839532
866,866,0.00021532468020268015
867,867,0.00021493876830773698
868,868,0.00021473411721704486
869,869,0.00021439019731888634
870,870,0.00021423583167793302
871,871,0.00021393796871095984
872,872,0.00021354230476671235
873,873,0.00021320549105243158
874,874,0.0002130160807361885
875,875,0.0002129221501054715
876,876,0.0002128026708570077
877,877,0.0002125383755641557
878,878,0.00021244459841457755
879,879,0.0002118890261341111
880,880,0.00021175069364056404
881,881,0.00021151909108999895
882,882,0.00021135414182924303
883,883,0.00021107218683232096
884,884,0.00021090913283615257
885,885,0.0002102432085748593
886,886,0.00020998278759164313
887,887,0.00020986780574659109
888,888,0.00020968664496257572
889,889,0.00020943693704229184
890,890,0.0002092785615390254
891,891,0.0002089958017814963
892,892,0.00020883607692713388
893,893,0.00020858162327616934
894,894,0.00020837534967880456
895,895,0.00020803719554212305
896,896,0.0002078406745949295
897,897,0.0002075097910432746
898,898,0.00020731545952617743
899,899,0.00020683845805717827
900,900,0.0002067384979893146
901,901,0.00020661924883052764
902,902,0.0002064785233332983
903,903,0.00020630665835989632
904,904,0.00020614199247731644
905,905,0.00020590879166270691
906,906,0.00020574255341638918
907,907,0.00020546661183615554
908,908,0.00020544529274925505
909,909,0.00020507014443972164
910,910,0.00020499141483191138
911,911,0.00020488935208866078
912,912,0.00020478678120308327
913,913,0.0002043017135511098
914,914,0.00020421147115761405
915,915,0.00020387136389025435
916,916,0.00020368384629100927
917,917,0.0002034247439825403
918,918,0.00020331812426792372
919,919,0.00020312198561219191
920,920,0.00020297404196595214
921,921,0.00020273731849586725
922,922,0.00020267634639636035
923,923,0.00020226667781183923
924,924,0.00020215780473272787
925,925,0.00020170989063410933
926,926,0.00020134932895019724
927,927,0.00020125755099238663
928,928,0.0002011105210456132
929,929,0.00020076582440471175
930,930,0.00020061440773851477
931,931,0.0002003628189985502
932,932,0.00020015520439184255
933,933,0.0001998697625575025
934,934,0.0001997225775342745
935,935,0.00019957734680305954
936,936,0.00019937205563488061
937,937,0.0001992540322889272
938,938,0.00019892505315926792
939,939,0.00019831224158177173
940,940,0.0001980885088208375
941,941,0.0001980361348919413
942,942,0.0001978036987654392
943,943,0.0001974799824853893
944,944,0.00019734659272119763
945,945,0.0001972516206884457
946,946,0.00019696523326695987
947,947,0.00019666439578890524
948,948,0.0001965212748302003
949,949,0.00019639464703442988
950,950,0.0001962344389286209
951,951,0.0001961406263105276
952,952,0.00019587533110599695
953,953,0.00019569208465160687
954,954,0.00019542953557775348
955,955,0.00019512849567391368
956,956,0.00019498649692380193
957,957,0.0001945599320551029
958,958,0.00019445799698867948
959,959,0.0001943160127528126
960,960,0.00019413810321058743
961,961,0.00019379870896047685
962,962,0.00019361762185262702
963,963,0.0001934461595622041
964,964,0.0001932628805264437
965,965,0.00019311879333694932
966,966,0.00019292673844567877
967,967,0.00019272196490768704
968,968,0.00019255175915778398
969,969,0.00019244813020750728
970,970,0.0001919030657260887
971,971,0.0001917596086093302
972,972,0.0001915660079699015
973,973,0.0001913867329614882
974,974,0.0001912591915485593
975,975,0.00019115149508770158
976,976,0.00019081039437445423
977,977,0.0001906786339635291
978,978,0.00019043838888240406
979,979,0.00019026316680387042
980,980,0.0001901780168044926
981,981,0.00018991048672778305
982,982,0.00018950041863027584
983,983,0.0001894013532858366
984,984,0.0001893516047279695
985,985,0.00018915732402727034
986,986,0.0001889378979356453
987,987,0.00018865612067910169
988,988,0.00018847848350601068
989,989,0.00018816367198523442
990,990,0.00018807875663583246
991,991,0.0001876565023430138
992,992,0.0001875727598682633
993,993,0.0001874729569459821
994,994,0.00018721521541560047
995,995,0.0001870962865947747
996,996,0.00018702948271610191
997,997,0.0001867551281958358
998,998,0.00018641236965131767
999,999,0.0001861345316062709
1000,1000,0.0001858966208380429
1001,1001,0.0001857372342075935
1002,1002,0.00018545374290401148
